name,full_name,position,weight,birth_date,birth_place,retired,teams,player_id,season,total_games,games_started,minutes_played,fg,fga,fgp,fg3,fg3a,fg3p,fg2,fg2a,fg2p,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pf,pts,team_name,height_inches
Mahmoud Abdul-Rauf,Mahmoud Abdul-Rauf,G,162.0,1969-03-09,"Gulfport, Mississippi",True,"[8, 26]",4,1996-97,75.0,51.0,2131.0,6.9,15.6,0.445,1.6,4.2,0.382,5.4,11.5,0.468,1.9,2.3,0.846,0.3,1.8,2.1,3.2,0.9,0.1,2.0,2.9,17.4,Retired,73
Mahmoud Abdul-Rauf,Mahmoud Abdul-Rauf,G,162.0,1969-03-09,"Gulfport, Mississippi",True,"[8, 26]",4,2000-01,41.0,0.0,486.0,8.9,18.2,0.488,0.3,1.0,0.286,8.6,17.2,0.5,1.6,2.1,0.759,0.4,1.5,1.9,5.6,0.7,0.1,1.9,3.7,19.7,Retired,73
Mahmoud Abdul-Rauf,Mahmoud Abdul-Rauf,G,162.0,1969-03-09,"Gulfport, Mississippi",True,"[8, 26]",4,1995-96,57.0,53.0,2029.0,7.3,16.9,0.434,2.1,5.5,0.392,5.2,11.5,0.454,2.6,2.8,0.93,0.5,2.0,2.4,6.9,1.1,0.1,2.0,2.1,19.4,Retired,73
Mahmoud Abdul-Rauf,Mahmoud Abdul-Rauf,G,162.0,1969-03-09,"Gulfport, Mississippi",True,"[8, 26]",4,1992-93,81.0,81.0,2710.0,8.4,18.7,0.45,0.9,2.6,0.355,7.5,16.1,0.465,2.9,3.1,0.935,0.7,2.3,3.0,4.6,1.1,0.1,2.5,2.4,20.6,Retired,73
Mahmoud Abdul-Rauf,Mahmoud Abdul-Rauf,G,162.0,1969-03-09,"Gulfport, Mississippi",True,"[8, 26]",4,1990-91,67.0,19.0,1505.0,10.0,24.1,0.413,0.6,2.4,0.24,9.4,21.7,0.432,2.0,2.3,0.857,0.8,2.1,2.9,4.9,1.3,0.1,2.6,3.6,22.5,Retired,73
Mahmoud Abdul-Rauf,Mahmoud Abdul-Rauf,G,162.0,1969-03-09,"Gulfport, Mississippi",True,"[8, 26]",4,1997-98,31.0,0.0,530.0,7.0,18.5,0.377,0.3,2.1,0.161,6.7,16.4,0.405,1.1,1.1,1.0,0.4,2.1,2.5,3.9,1.1,0.1,1.3,2.1,15.4,Retired,73
Mahmoud Abdul-Rauf,Mahmoud Abdul-Rauf,G,162.0,1969-03-09,"Gulfport, Mississippi",True,"[8, 26]",4,1994-95,73.0,43.0,2082.0,8.2,17.4,0.47,1.4,3.7,0.386,6.7,13.7,0.492,2.4,2.7,0.885,0.6,1.8,2.4,4.5,1.3,0.2,2.1,2.2,20.1,Retired,73
Mahmoud Abdul-Rauf,Mahmoud Abdul-Rauf,G,162.0,1969-03-09,"Gulfport, Mississippi",True,"[8, 26]",4,1991-92,81.0,11.0,1538.0,8.3,19.8,0.421,0.7,2.2,0.33,7.6,17.6,0.433,2.2,2.5,0.87,0.5,2.2,2.7,4.5,1.0,0.1,2.7,3.0,19.6,Retired,73
Tariq Abdul-Wahad,Tariq Abdul-Wahad,F,223.0,1974-11-03,"Maisons Alfort, France",True,"[26, 8, 22, 7]",5,1998-99,49.0,49.0,1205.0,5.3,12.2,0.435,0.2,0.6,0.286,5.1,11.5,0.443,2.8,4.1,0.691,2.2,3.4,5.6,1.5,1.5,0.5,2.1,3.6,13.6,Retired,78
Tariq Abdul-Wahad,Tariq Abdul-Wahad,F,223.0,1974-11-03,"Maisons Alfort, France",True,"[26, 8, 22, 7]",5,2001-02,24.0,12.0,441.0,4.5,12.0,0.374,0.1,0.2,0.5,4.4,11.8,0.372,2.0,2.7,0.727,3.3,3.5,6.9,2.0,1.6,0.8,2.2,4.6,11.0,Retired,78
Tariq Abdul-Wahad,Tariq Abdul-Wahad,F,223.0,1974-11-03,"Maisons Alfort, France",True,"[26, 8, 22, 7]",5,1997-98,59.0,16.0,959.0,5.4,13.4,0.403,0.2,0.7,0.211,5.3,12.7,0.414,3.2,4.7,0.672,1.7,2.7,4.4,1.9,1.3,0.5,2.4,3.0,14.1,Retired,78
Tariq Abdul-Wahad,Tariq Abdul-Wahad,F,223.0,1974-11-03,"Maisons Alfort, France",True,"[26, 8, 22, 7]",5,1999-00,61.0,56.0,1578.0,6.3,14.7,0.424,0.1,0.5,0.13,6.2,14.2,0.435,3.3,4.4,0.756,2.3,4.3,6.6,2.2,1.3,0.6,2.4,3.4,15.9,Retired,78
Tariq Abdul-Wahad,Tariq Abdul-Wahad,F,223.0,1974-11-03,"Maisons Alfort, France",True,"[26, 8, 22, 7]",5,2002-03,14.0,0.0,204.0,4.8,10.2,0.466,0.0,0.2,0.0,4.8,10.1,0.474,0.5,1.1,0.5,2.5,4.6,7.1,3.7,1.1,0.5,1.2,4.6,10.1,Retired,78
Tariq Abdul-Wahad,Tariq Abdul-Wahad,F,223.0,1974-11-03,"Maisons Alfort, France",True,"[26, 8, 22, 7]",5,2000-01,29.0,12.0,420.0,3.7,9.5,0.387,0.3,0.9,0.4,3.3,8.7,0.386,1.8,3.1,0.583,1.2,3.9,5.1,1.9,1.2,1.1,2.9,4.6,9.5,Retired,78
Shareef Abdur-Rahim,Julius Shareef Abdur-Rahim,F,225.0,1976-12-11,"Marietta, Georgia",True,"[1, 26, 25]",6,2006-07,80.0,45.0,2015.0,5.5,11.7,0.474,0.1,0.4,0.15,5.5,11.3,0.484,3.0,4.2,0.726,2.2,4.9,7.1,1.9,0.9,0.7,2.1,4.3,14.2,Retired,81
Shareef Abdur-Rahim,Julius Shareef Abdur-Rahim,F,225.0,1976-12-11,"Marietta, Georgia",True,"[1, 26, 25]",6,2007-08,6.0,0.0,51.0,2.1,9.9,0.214,0.0,0.0,0.0,2.1,9.9,0.214,2.8,2.8,1.0,4.2,2.8,7.1,2.8,0.7,0.0,0.7,6.4,7.1,Retired,81
Shareef Abdur-Rahim,Julius Shareef Abdur-Rahim,F,225.0,1976-12-11,"Marietta, Georgia",True,"[1, 26, 25]",6,1999-00,82.0,82.0,3223.0,6.6,14.3,0.465,0.3,1.1,0.302,6.3,13.2,0.478,5.0,6.2,0.809,2.4,6.8,9.2,3.0,1.0,1.0,2.8,2.7,18.6,Retired,81
Shareef Abdur-Rahim,Julius Shareef Abdur-Rahim,F,225.0,1976-12-11,"Marietta, Georgia",True,"[1, 26, 25]",6,2005-06,72.0,30.0,1961.0,6.1,11.6,0.525,0.1,0.4,0.227,6.0,11.2,0.536,4.0,5.1,0.784,1.9,4.6,6.6,2.7,0.9,0.8,2.0,4.2,16.3,Retired,81
Shareef Abdur-Rahim,Julius Shareef Abdur-Rahim,F,225.0,1976-12-11,"Marietta, Georgia",True,"[1, 26, 25]",6,2002-03,81.0,81.0,3087.0,6.6,13.8,0.478,0.2,0.7,0.35,6.4,13.1,0.485,5.3,6.3,0.841,2.0,5.9,7.9,2.8,1.0,0.4,2.5,2.8,18.8,Retired,81
Shareef Abdur-Rahim,Julius Shareef Abdur-Rahim,F,225.0,1976-12-11,"Marietta, Georgia",True,"[1, 26, 25]",6,2004-05,54.0,49.0,1867.0,6.5,12.9,0.503,0.3,0.8,0.385,6.2,12.2,0.51,4.2,4.9,0.866,2.4,5.2,7.6,2.1,0.9,0.5,2.3,2.9,17.5,Retired,81
Shareef Abdur-Rahim,Julius Shareef Abdur-Rahim,F,225.0,1976-12-11,"Marietta, Georgia",True,"[1, 26, 25]",6,1997-98,82.0,82.0,2950.0,8.0,16.4,0.485,0.3,0.6,0.412,7.7,15.8,0.488,6.1,7.8,0.784,2.8,4.3,7.1,2.6,1.1,0.9,3.1,2.5,22.3,Retired,81
Shareef Abdur-Rahim,Julius Shareef Abdur-Rahim,F,225.0,1976-12-11,"Marietta, Georgia",True,"[1, 26, 25]",6,2001-02,77.0,77.0,2980.0,7.2,15.7,0.461,0.3,0.8,0.3,7.0,14.8,0.47,5.1,6.3,0.801,2.4,6.0,8.4,2.9,1.2,1.0,3.0,2.6,19.8,Retired,81
Shareef Abdur-Rahim,Julius Shareef Abdur-Rahim,F,225.0,1976-12-11,"Marietta, Georgia",True,"[1, 26, 25]",6,1996-97,80.0,71.0,2802.0,7.1,15.6,0.453,0.1,0.3,0.259,7.0,15.3,0.457,5.0,6.7,0.746,2.8,4.4,7.1,2.2,1.0,1.0,2.9,2.6,19.2,Retired,81
Shareef Abdur-Rahim,Julius Shareef Abdur-Rahim,F,225.0,1976-12-11,"Marietta, Georgia",True,"[1, 26, 25]",6,1998-99,50.0,50.0,2021.0,6.9,15.9,0.432,0.2,0.6,0.306,6.7,15.3,0.438,6.6,7.8,0.841,2.0,4.6,6.7,3.1,1.2,1.0,3.3,2.4,20.5,Retired,81
Shareef Abdur-Rahim,Julius Shareef Abdur-Rahim,F,225.0,1976-12-11,"Marietta, Georgia",True,"[1, 26, 25]",6,2003-04,85.0,56.0,2684.0,6.7,14.1,0.475,0.1,0.5,0.265,6.6,13.7,0.482,5.0,5.8,0.869,2.5,6.0,8.6,2.3,0.9,0.5,2.5,3.0,18.6,Retired,81
Shareef Abdur-Rahim,Julius Shareef Abdur-Rahim,F,225.0,1976-12-11,"Marietta, Georgia",True,"[1, 26, 25]",6,2000-01,81.0,81.0,3241.0,6.7,14.2,0.472,0.1,0.7,0.188,6.6,13.5,0.487,4.9,5.9,0.834,1.9,6.2,8.2,2.8,1.0,0.9,2.6,2.6,18.5,Retired,81
Tom Abernethy,Thomas Craig Abernethy,F,220.0,1954-05-06,"South Bend, Indiana",True,"[10, 14, 12]",7,1980-81,39.0,19.0,298.0,3.0,7.1,0.424,0.0,0.1,0.0,3.0,7.0,0.431,1.6,2.7,0.591,2.4,3.4,5.8,2.3,0.8,0.4,1.0,4.1,7.6,Retired,79
Tom Abernethy,Thomas Craig Abernethy,F,220.0,1954-05-06,"South Bend, Indiana",True,"[10, 14, 12]",7,1979-80,67.0,33.0,1222.0,4.5,9.4,0.481,0.0,0.0,0.0,4.5,9.3,0.483,1.6,2.4,0.683,1.8,3.8,5.6,2.6,1.0,0.4,1.1,3.5,10.7,Retired,79
Álex Abrines,Alejandro Abrines Redondo Abrines,G-F,200.0,1993-08-01,"Palma de Mallorca, Spain",True,[],10,2018-19,31.0,2.0,588.0,3.4,9.6,0.357,2.5,7.8,0.323,0.9,1.8,0.5,0.7,0.8,0.923,0.3,2.6,2.9,1.2,1.0,0.4,0.9,3.2,10.1,Retired,78
Álex Abrines,Alejandro Abrines Redondo Abrines,G-F,200.0,1993-08-01,"Palma de Mallorca, Spain",True,[],10,2017-18,75.0,8.0,1134.0,3.7,9.2,0.395,2.7,7.0,0.38,1.0,2.2,0.443,1.2,1.5,0.848,0.8,2.8,3.6,0.9,1.2,0.3,0.8,3.9,11.2,Retired,78
Álex Abrines,Alejandro Abrines Redondo Abrines,G-F,200.0,1993-08-01,"Palma de Mallorca, Spain",True,[],10,2016-17,68.0,6.0,1055.0,4.6,11.6,0.393,3.2,8.4,0.381,1.4,3.2,0.426,1.5,1.7,0.898,0.6,2.3,2.9,1.4,1.3,0.3,1.1,3.9,13.9,Retired,78
Alex Acker,Alex Acker,G,185.0,1983-01-21,"Compton, California",True,"[13, 9]",11,2005-06,5.0,0.0,35.0,4.1,16.5,0.25,1.0,5.1,0.2,3.1,11.3,0.273,0.0,0.0,0.0,1.0,4.1,5.1,4.1,1.0,0.0,4.1,4.1,9.3,Retired,77
Alex Acker,Alex Acker,G,185.0,1983-01-21,"Compton, California",True,"[13, 9]",11,2008-09,25.0,0.0,199.0,5.4,13.7,0.395,1.3,3.6,0.35,4.2,10.1,0.411,0.9,1.8,0.5,1.4,2.9,4.3,2.2,0.9,0.7,1.3,1.6,13.0,Retired,77
Mark Acres,Mark Richard Acres,F-C,220.0,1962-11-15,"Inglewood, California",True,"[22, 2, 11]",13,1988-89,62.0,0.0,632.0,3.1,6.5,0.482,0.1,0.1,1.0,3.1,6.4,0.478,1.5,2.7,0.542,3.4,5.0,8.3,1.1,1.1,0.3,1.3,5.4,7.8,Retired,83
Mark Acres,Mark Richard Acres,F-C,220.0,1962-11-15,"Inglewood, California",True,"[22, 2, 11]",13,1987-88,79.0,5.0,1151.0,3.4,6.3,0.532,0.0,0.0,0.0,3.4,6.3,0.532,2.2,3.5,0.64,3.3,5.2,8.4,1.3,0.9,0.8,1.7,6.2,9.0,Retired,83
Mark Acres,Mark Richard Acres,F-C,220.0,1962-11-15,"Inglewood, California",True,"[22, 2, 11]",13,1989-90,80.0,50.0,1691.0,2.9,6.1,0.484,0.1,0.1,0.75,2.9,6.0,0.48,1.8,2.6,0.692,3.3,5.9,9.2,1.4,0.8,0.5,1.5,5.3,7.7,Retired,83
Mark Acres,Mark Richard Acres,F-C,220.0,1962-11-15,"Inglewood, California",True,"[22, 2, 11]",13,1992-93,18.0,7.0,269.0,3.5,6.6,0.531,0.1,0.3,0.5,3.3,6.3,0.532,1.5,2.1,0.688,3.5,5.5,9.0,0.7,0.4,0.8,1.7,4.6,8.6,Retired,83
Mark Acres,Mark Richard Acres,F-C,220.0,1962-11-15,"Inglewood, California",True,"[22, 2, 11]",13,1990-91,68.0,0.0,1313.0,3.0,5.9,0.509,0.0,0.1,0.333,3.0,5.8,0.512,1.8,2.8,0.653,3.8,6.0,9.8,0.7,0.7,0.7,1.2,6.0,7.8,Retired,83
Mark Acres,Mark Richard Acres,F-C,220.0,1962-11-15,"Inglewood, California",True,"[22, 2, 11]",13,1991-92,68.0,6.0,926.0,3.0,5.9,0.517,0.0,0.1,0.333,3.0,5.8,0.52,2.0,2.6,0.761,3.8,6.0,9.8,0.9,1.0,0.6,1.3,5.4,8.1,Retired,83
Quincy Acy,Quincy Jyrome Acy,F-C,240.0,1990-10-06,"Tyler, Texas",True,"[26, 20, 28, 24, 7]",15,2018-19,10.0,0.0,123.0,1.2,5.3,0.222,0.6,4.4,0.133,0.6,0.9,0.667,2.0,2.9,0.7,0.9,6.4,7.3,2.3,0.3,1.2,1.2,7.0,5.0,Retired,79
Quincy Acy,Quincy Jyrome Acy,F-C,240.0,1990-10-06,"Tyler, Texas",True,"[26, 20, 28, 24, 7]",15,2012-13,29.0,0.0,342.0,4.4,7.9,0.56,0.1,0.2,0.5,4.3,7.7,0.562,3.3,4.0,0.816,3.2,4.9,8.1,1.2,1.4,1.6,1.8,5.6,12.2,Retired,79
Quincy Acy,Quincy Jyrome Acy,F-C,240.0,1990-10-06,"Tyler, Texas",True,"[26, 20, 28, 24, 7]",15,2015-16,59.0,29.0,876.0,4.9,8.8,0.556,0.8,2.0,0.388,4.1,6.8,0.606,2.1,2.8,0.735,2.7,5.1,7.7,1.1,1.2,1.0,1.1,4.2,12.6,Retired,79
Quincy Acy,Quincy Jyrome Acy,F-C,240.0,1990-10-06,"Tyler, Texas",True,"[26, 20, 28, 24, 7]",15,2013-14,63.0,0.0,847.0,2.8,6.0,0.468,0.2,0.6,0.267,2.6,5.4,0.492,1.5,2.3,0.66,3.1,6.1,9.2,1.2,1.0,1.1,1.3,5.2,7.3,Retired,79
Quincy Acy,Quincy Jyrome Acy,F-C,240.0,1990-10-06,"Tyler, Texas",True,"[26, 20, 28, 24, 7]",15,2014-15,68.0,22.0,1287.0,4.3,9.3,0.459,0.5,1.7,0.3,3.7,7.6,0.494,2.1,2.7,0.784,2.2,6.2,8.4,1.9,0.8,0.6,1.7,4.1,11.1,Retired,79
Quincy Acy,Quincy Jyrome Acy,F-C,240.0,1990-10-06,"Tyler, Texas",True,"[26, 20, 28, 24, 7]",15,2016-17,38.0,1.0,558.0,4.5,11.0,0.412,2.4,5.8,0.411,2.1,5.2,0.413,2.9,3.9,0.75,1.3,6.1,7.4,1.2,0.9,1.0,1.4,4.3,14.3,Retired,79
Quincy Acy,Quincy Jyrome Acy,F-C,240.0,1990-10-06,"Tyler, Texas",True,"[26, 20, 28, 24, 7]",15,2017-18,70.0,8.0,1359.0,3.4,9.7,0.356,2.7,7.7,0.349,0.7,1.9,0.384,1.3,1.6,0.817,1.1,5.7,6.8,1.5,0.9,0.8,1.6,3.9,10.9,Retired,79
Alvan Adams,Alvan Leigh Adams,C-F,210.0,1954-07-19,"Lawrence, Kansas",True,[],16,1986-87,68.0,40.0,1690.0,6.6,13.2,0.503,0.0,0.0,0.0,6.6,13.1,0.504,2.9,3.6,0.788,1.9,5.3,7.2,4.8,1.3,0.8,3.0,4.4,16.1,Retired,81
Alvan Adams,Alvan Leigh Adams,C-F,210.0,1954-07-19,"Lawrence, Kansas",True,[],16,1985-86,78.0,45.0,2005.0,6.1,12.2,0.502,0.0,0.0,0.0,6.1,12.2,0.504,2.9,3.6,0.783,2.7,5.9,8.6,5.8,1.8,0.8,3.7,4.9,15.1,Retired,81
Alvan Adams,Alvan Leigh Adams,C-F,210.0,1954-07-19,"Lawrence, Kansas",True,[],16,1987-88,82.0,25.0,1646.0,5.5,11.1,0.496,0.0,0.0,0.5,5.5,11.0,0.496,2.4,2.8,0.844,2.6,5.4,8.0,4.0,1.8,0.9,3.1,5.4,13.4,Retired,81
Alvan Adams,Alvan Leigh Adams,C-F,210.0,1954-07-19,"Lawrence, Kansas",True,[],16,1982-83,80.0,75.0,2447.0,7.0,14.4,0.486,0.0,0.0,0.333,7.0,14.4,0.487,2.6,3.2,0.829,2.4,5.7,8.1,5.5,1.7,1.1,3.6,4.2,16.7,Retired,81
Alvan Adams,Alvan Leigh Adams,C-F,210.0,1954-07-19,"Lawrence, Kansas",True,[],16,1980-81,75.0,37.0,2054.0,8.0,15.2,0.526,0.0,0.0,0.0,8.0,15.2,0.526,3.5,4.5,0.768,2.8,6.8,9.6,6.0,1.9,1.2,4.0,4.0,19.5,Retired,81
Alvan Adams,Alvan Leigh Adams,C-F,210.0,1954-07-19,"Lawrence, Kansas",True,[],16,1981-82,79.0,75.0,2393.0,7.6,15.5,0.494,0.0,0.0,0.0,7.6,15.4,0.494,2.7,3.5,0.781,2.1,6.7,8.8,5.4,1.7,1.2,2.9,4.0,18.0,Retired,81
Alvan Adams,Alvan Leigh Adams,C-F,210.0,1954-07-19,"Lawrence, Kansas",True,[],16,1983-84,70.0,13.0,1452.0,6.7,14.4,0.462,0.0,0.1,0.0,6.7,14.3,0.465,3.3,4.0,0.825,2.9,5.0,7.9,5.4,1.8,0.8,2.9,4.8,16.6,Retired,81
Alvan Adams,Alvan Leigh Adams,C-F,210.0,1954-07-19,"Lawrence, Kansas",True,[],16,1984-85,82.0,69.0,2136.0,8.0,15.4,0.52,0.0,0.0,0.0,8.0,15.4,0.52,4.2,4.8,0.883,2.6,5.8,8.4,5.2,1.9,0.8,3.3,4.3,20.3,Retired,81
Alvan Adams,Alvan Leigh Adams,C-F,210.0,1954-07-19,"Lawrence, Kansas",True,[],16,1979-80,75.0,37.0,2168.0,7.7,14.5,0.531,0.0,0.0,0.0,7.7,14.5,0.533,3.1,3.9,0.797,2.6,7.5,10.1,5.3,1.8,0.9,3.6,3.9,18.6,Retired,81
Hassan Adams,Hassan Olawale Adams,G,220.0,1984-06-20,"Inglewood, California",True,"[3, 28]",19,2006-07,61.0,8.0,495.0,5.5,9.8,0.556,0.0,0.1,0.0,5.5,9.7,0.56,1.7,2.6,0.667,2.5,3.1,5.6,0.9,1.2,0.3,1.6,3.4,12.7,Retired,76
Hassan Adams,Hassan Olawale Adams,G,220.0,1984-06-20,"Inglewood, California",True,"[3, 28]",19,2008-09,12.0,0.0,52.0,2.8,9.0,0.308,0.0,0.0,0.0,2.8,9.0,0.308,2.1,4.2,0.5,0.7,4.2,4.8,0.7,0.7,0.7,2.8,2.8,7.6,Retired,76
Jaylen Adams,Jaylen Tairique Adams,G,190.0,1996-05-04,"Baltimore, Maryland",True,[],20,2018-19,34.0,1.0,428.0,3.2,9.3,0.345,2.1,6.2,0.338,1.1,3.0,0.361,0.6,0.8,0.778,0.9,4.1,5.0,5.5,1.2,0.4,2.4,3.8,9.1,Retired,74
Jordan Adams,Jordan LaVell Adams,G,209.0,1994-07-08,"Atlanta, Georgia",True,[],21,2015-16,2.0,0.0,15.0,4.8,14.4,0.333,0.0,2.4,0.0,4.8,12.0,0.4,7.2,12.0,0.6,0.0,4.8,4.8,7.2,7.2,0.0,4.8,4.8,16.8,Retired,77
Jordan Adams,Jordan LaVell Adams,G,209.0,1994-07-08,"Atlanta, Georgia",True,[],21,2014-15,30.0,0.0,248.0,5.1,12.5,0.407,1.5,3.6,0.4,3.6,8.9,0.41,2.0,3.3,0.609,1.3,2.8,4.1,2.3,2.3,1.0,2.0,3.5,13.6,Retired,77
Michael Adams,Michael Adams,G,162.0,1963-01-19,"Hartford, Connecticut",True,"[8, 26]",22,1986-87,63.0,0.0,1303.0,4.4,10.9,0.407,0.8,2.8,0.275,3.6,8.0,0.454,2.9,3.4,0.847,1.0,2.3,3.4,6.7,2.3,0.2,2.2,2.4,12.5,Retired,70
Michael Adams,Michael Adams,G,162.0,1963-01-19,"Hartford, Connecticut",True,"[8, 26]",22,1991-92,78.0,78.0,2795.0,6.2,15.9,0.393,1.6,5.0,0.324,4.6,10.9,0.425,4.0,4.6,0.869,0.7,3.2,4.0,7.7,1.9,0.1,2.7,2.1,18.1,Retired,70
Michael Adams,Michael Adams,G,162.0,1963-01-19,"Hartford, Connecticut",True,"[8, 26]",22,1989-90,79.0,74.0,2690.0,5.3,13.2,0.402,2.1,5.8,0.366,3.2,7.5,0.431,3.6,4.2,0.85,0.7,2.4,3.0,6.6,1.6,0.0,1.9,1.8,16.3,Retired,70
Michael Adams,Michael Adams,G,162.0,1963-01-19,"Hartford, Connecticut",True,"[8, 26]",22,1995-96,21.0,3.0,329.0,4.0,9.1,0.446,1.5,4.5,0.341,2.5,4.6,0.548,2.8,3.8,0.743,0.5,1.9,2.4,7.3,2.3,0.4,2.7,2.7,12.5,Retired,70
